observationcode,obs_value,observationstatus,data_source
2628,7.7,NA,MICS2011
2629,11.6,NA,MICS2011
2630,32.5,NA,"MICS 2018"
2631,20.9,NA,"MICS 2018"
2632,26.8,NA,"MICS 2018"
2633,1.1,NA,"MICS 2015-16"
2634,0.7,NA,"MICS 2015-16"
2635,1.5,NA,"MICS 2015-16"
2636,60.7,NA,"DHS 2016"
2637,53.2,NA,"DHS 2016"
2638,67.7,NA,"DHS 2016"
2639,1.6,NA,"MICS 2012"
2640,1.9,NA,"MICS 2012"
2641,74.3,NA,"DHS 2015-16"
2642,77.7,NA,"DHS 2015-16"
2643,80.6,NA,"DHS 2015-16"
2644,26.7,NA,"MICS 2012-13"
2645,15.1,NA,"MICS 2012-13"
2646,21.5,NA,"MICS 2012-13"
2647,24.1,NA,"MICS 2014"
2648,21.8,NA,"MICS 2014"
2649,28.4,NA,"DHS 2013"
2650,41.4,NA,"DHS 2013"
2651,53.9,NA,"DHS 2013"
2652,46.6,NA,"DHS 2013-14"
2653,38.3,NA,"DHS 2013-14"
2654,54.8,NA,"DHS 2013-14"
2655,54.3,NA,"MICS 2019"
2656,48.2,NA,"MICS 2019"
2657,51.1,NA,"MICS 2019"
2658,37,NA,"DHS 2015"
2659,47.1,NA,"DHS 2015"
2660,27.8,NA,"DHS 2015"
2661,2.4,NA,"DHS 2017-18"
2662,2.6,NA,"DHS 2017-18"
2663,2,NA,"MICS 2012-13"
2664,1.9,NA,"MICS 2012-13"
2665,2.1,NA,"MICS 2012-13"
2666,21.7,NA,"DHS 2015-16"
2667,22.1,NA,"DHS 2015-16"
2668,0.7,NA,"MICS 2011-12"
2669,1.1,NA,"MICS 2011-12"
2670,1.5,NA,"MICS 2011-12"
2671,4.5,NA,"DHS 2015-16"
2672,4.6,NA,"DHS 2015-16"
2673,4.3,NA,"DHS 2015-16"
2674,8.1,NA,"MICS 2019"
2675,6.4,NA,"MICS 2019"
2676,4.5,NA,"MICS 2019"
2677,0.5,NA,"MICS 2012"
2678,2.3,NA,"MICS 2015-16"
2679,2,NA,"MICS 2015-16"
2680,2.2,NA,"MICS 2015-16"
2681,28.3,NA,"DHS 2017-18"
2682,31.5,NA,"DHS 2017-18"
2683,34.7,NA,"DHS 2017-18"
2684,7.1,NA,"MICS 2010"
2685,8.6,NA,"MICS 2010"
2686,7.9,NA,"MICS 2010"
2687,2.2,NA,"MICS 2011-12"
2688,3.9,NA,"MICS 2011-12"
2689,2.9,NA,"MICS 2011-12"
2690,1.2,NA,"Botswana Demographic Survey 2017"
2691,1.3,NA,"Botswana Demographic Survey 2017"
2692,1,NA,"Botswana Demographic Survey 2017"
2693,0.6,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
2694,0.5,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
2695,0.4,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
2696,48.1,NA,"DHS 2010"
2697,50,NA,"DHS 2010"
2698,46.3,NA,"DHS 2010"
2699,17.8,NA,"DHS 2016-17"
2700,17.9,NA,"DHS 2016-17"
2701,5.4,NA,"DHS 2014"
2702,6.4,NA,"DHS 2014"
2703,7.4,NA,"DHS 2014"
2704,11.9,NA,"MICS 2014"
2705,25.7,NA,"MICS 2010"
2706,20.8,NA,"MICS 2010"
2707,30.8,NA,"MICS 2010"
2708,52.7,NA,"DHS 2014-15"
2709,46.5,NA,"DHS 2014-15"
2710,49.5,NA,"DHS 2014-15"
2711,1.7,NA,"CASEN 2017"
2712,0.9,NA,"CASEN 2017"
2713,1.3,NA,"CASEN 2017"
2714,5,NA,"National Population Sample Survey 2015"
2715,1.9,NA,"DHS 2015"
2716,2.2,NA,"DHS 2015"
2717,1.6,NA,"DHS 2015"
2718,14.6,NA,"DHS 2012"
2719,14.3,NA,"DHS 2012"
2720,3,NA,"MICS 2014-15"
2721,3.2,NA,"MICS 2014-15"
2722,3.3,NA,"MICS 2014-15"
2723,1.4,NA,"MICS 2011"
2724,2,NA,"MICS 2011"
2725,1.7,NA,"MICS 2011"
2726,23,NA,"MICS 2016"
2727,20.5,NA,"MICS 2016"
2728,25.7,NA,"MICS 2016"
2729,3.4,NA,"MICS 2017"
2730,3.3,NA,"MICS 2017"
2731,14.5,NA,"DHS 2013-14"
2732,11.4,NA,"DHS 2013-14"
2733,13,NA,"DHS 2013-14"
2734,2.4,NA,"MICS 2014"
2735,3.6,NA,"MICS 2014"
2736,1.5,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
2737,1,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
2738,1.3,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
2739,3.1,NA,"DHS 2014"
2740,2.9,NA,"DHS 2014"
2741,3.5,NA,"MICS 2014"
2742,3.2,NA,"MICS 2014"
2743,1.4,NA,"MICS 2014"
2744,1.6,NA,"MICS 2014"
2745,1.2,NA,"MICS 2014"
2746,25,NA,"DHS 2016"
2747,26,NA,"DHS 2016"
2748,4.4,NA,"DHS 2012"
2749,3.7,NA,"DHS 2012"
2750,3.1,NA,"DHS 2012"
2751,20.5,NA,"MICS 2018"
2752,18.4,NA,"MICS 2018"
2753,16.4,NA,"MICS 2018"
2754,0.9,NA,"MICS 2018"
2755,18,NA,"DHS 2014"
2756,17,NA,"DHS 2014"
2757,5.5,NA,"DHS 2014-15"
2758,5.8,NA,"DHS 2014-15"
2759,5.1,NA,"DHS 2014-15"
2760,35.6,NA,"MICS 2016"
2761,39,NA,"MICS 2016"
2762,32.1,NA,"MICS 2016"
2763,26.6,NA,"MICS 2014"
2764,27.3,NA,"MICS 2014"
2765,27,NA,"MICS 2014"
2766,0.8,NA,"MICS 2014"
2767,7.5,NA,"DHS 2016-17"
2768,8.9,NA,"DHS 2016-17"
2769,8.2,NA,"DHS 2016-17"
2770,4.4,NA,"Encuesta Permanente de Hogares 2014"
2771,5.1,NA,"Encuesta Permanente de Hogares 2014"
2772,4.8,NA,"Encuesta Permanente de Hogares 2014"
2773,5.9,NA,"DHS 2015-16"
2774,6.1,NA,"DHS 2015-16"
2775,5.8,NA,"DHS 2015-16"
2776,0.8,NA,"National Socio-Economic Survey 2018"
2777,0.7,NA,"National Socio-Economic Survey 2018"
2778,9.5,NA,"MICS 2018"
2779,0.4,NA,"MICS 2011"
2780,0.5,NA,"MICS 2011"
2781,0.3,NA,"MICS 2011"
2782,3.1,NA,"DHS 2017-18"
2783,4.6,NA,"DHS 2014"
2784,4.7,NA,"DHS 2014"
2785,17,NA,"Census of Population and Housing 2010"
2786,15.3,NA,"Census of Population and Housing 2010"
2787,13.4,NA,"Census of Population and Housing 2010"
2788,1,NA,"MICS 2018"
2789,1.1,NA,"MICS 2018"
2790,8.3,NA,"MICS 2017"
2791,8,NA,"MICS 2017"
2792,2,NA,"MICS 2018"
2793,2.7,NA,"MICS 2018"
2794,3.5,NA,"MICS 2018"
2795,17,NA,"DHS 2013"
2796,24.3,NA,"MICS 2018"
2797,21.8,NA,"MICS 2018"
2798,19.3,NA,"MICS 2018"
2799,4.8,NA,"DHS 2015-16"
2800,5.5,NA,"DHS 2015-16"
2801,6.2,NA,"DHS 2015-16"
2802,1,NA,"DHS 2016-17"
2803,1.2,NA,"DHS 2016-17"
2804,0.9,NA,"DHS 2016-17"
2805,49.5,NA,"MICS 2015"
2806,44.9,NA,"MICS 2015"
2807,47.2,NA,"MICS 2015"
2808,43.9,NA,"MICS 2015"
2809,40,NA,"MICS 2015"
2810,41.9,NA,"MICS 2015"
2811,1.2,NA,"ENIGH 2018"
2812,1.1,NA,"ENIGH 2018"
2813,2.6,NA,"MICS 2018"
2814,3.6,NA,"MICS 2018"
2815,4.7,NA,"MICS 2018"
2816,1,NA,"MICS 2013"
2817,1.4,NA,"MICS 2013"
2818,1.8,NA,"MICS 2013"
2819,23,NA,"DHS 2011"
2820,22.9,NA,"DHS 2011"
2821,5.4,NA,"DHS 2015-16"
2822,5.1,NA,"DHS 2013"
2823,3.8,NA,"DHS 2013"
2824,4.4,NA,"DHS 2013"
2825,2.7,NA,"Population and Housing Census 2011"
2826,3.1,NA,"Population and Housing Census 2011"
2827,2.3,NA,"Population and Housing Census 2011"
2828,3.9,NA,"DHS 2016"
2829,3.4,NA,"DHS 2016"
2830,3,NA,"DHS 2016"
2831,49.1,NA,"DHS 2012"
2832,53.8,NA,"DHS 2012"
2833,44.7,NA,"DHS 2012"
2834,27.6,NA,"DHS 2018"
2835,0.9,NA,"MICS 2011"
2836,2,NA,"MICS 2014"
2837,2.9,NA,"MICS 2014"
2838,19,NA,"DHS 2017-18"
2839,23,NA,"DHS 2017-18"
2840,27,NA,"DHS 2017-18"
2841,0.9,NA,"MICS 2013"
2842,0.8,NA,"MICS 2013"
2843,0.6,NA,"Encuesta Permanente de Hogares 2017"
2844,0.8,NA,"Encuesta Permanente de Hogares 2017"
2845,0.5,NA,"Encuesta Permanente de Hogares 2017"
2846,2.5,NA,"DHS 2012"
2847,2.4,NA,"DHS 2012"
2848,1.6,NA,"DHS 2017"
2849,2.1,NA,"DHS 2017"
2850,2.6,NA,"DHS 2017"
2851,2.3,NA,"MICS 2012"
2852,3,NA,"MICS 2012"
2853,8.6,NA,"Institute of Educational Sciences and UNICEF_2015-2016"
2854,8.3,NA,"Institute of Educational Sciences and UNICEF_2015-2016"
2855,8.4,NA,"Institute of Educational Sciences and UNICEF_2015-2016"
2856,6.6,NA,"DHS 2014-15"
2857,4.4,NA,"DHS 2014-15"
2858,3.4,NA,"MICS 2014"
2859,3.1,NA,"MICS 2014"
2860,38.3,NA,"DHS 2017"
2861,36.3,NA,"DHS 2017"
2862,34.3,NA,"DHS 2017"
2863,0,NA,"MICS 2014"
2864,0.5,NA,"MICS 2014"
2865,19.8,NA,"MICS 2017"
2866,14.7,NA,"MICS 2017"
2867,17.3,NA,"MICS 2017"
2868,0.8,NA,"DHS 2016"
2869,1,NA,"DHS 2016"
2870,1.2,NA,"DHS 2016"
2871,75,NA,"MICS 2010"
2872,72.4,NA,"MICS 2010"
2873,69.8,NA,"MICS 2010"
2874,21.4,NA,"MICS 2014"
2875,20.9,NA,"MICS 2014"
2876,2.4,NA,"MICS 2018"
2877,1.9,NA,"MICS 2018"
2878,2.9,NA,"MICS 2018"
2879,2.2,NA,"DHS 2017"
2880,1.5,NA,"DHS 2017"
2881,1.9,NA,"DHS 2017"
2882,0.9,NA,"MICS 2015-16"
2883,1,NA,"MICS 2015-16"
2884,9.5,NA,"DHS 2016"
2885,8.9,NA,"DHS 2016"
2886,10,NA,"DHS 2016"
2887,13.1,NA,"DHS 2013-14"
2888,9.7,NA,"DHS 2013-14"
2889,11.3,NA,"DHS 2013-14"
2890,7.3,NA,"DHS 2012"
2891,7.5,NA,"DHS 2012"
2892,1.1,NA,"MICS 2011"
2893,2.8,NA,"MICS 2018"
2894,5.1,NA,"DHS style 2013"
2895,3.8,NA,"DHS style 2013"
2896,0.6,NA,"MICS 2015-16"
2897,1.6,NA,"MICS 2015-16"
2898,8,NA,"DHS 2016"
2899,8.6,NA,"DHS 2016"
2900,8.1,NA,"DHS 2016"
2901,1.7,NA,"MICS 2012"
2902,1.5,NA,"MICS 2012"
2903,17.8,NA,"DHS 2015-16"
2904,15.9,NA,"DHS 2015-16"
2905,0.9,NA,"MICS 2012-13"
2906,0.8,NA,"MICS 2012-13"
2907,1.5,NA,"MICS 2014"
2908,1.8,NA,"MICS 2014"
2909,19,NA,"DHS 2013"
2910,23,NA,"DHS 2013"
2911,27.1,NA,"DHS 2013"
2912,12.4,NA,"DHS 2013-14"
2913,13.7,NA,"DHS 2013-14"
2914,11.2,NA,"DHS 2013-14"
2915,4,NA,"MICS 2019"
2916,5.4,NA,"MICS 2019"
2917,4.7,NA,"MICS 2019"
2918,30.0664,"Normal value",UIS
2919,46.9901,"Normal value",UIS
2920,65.4205,"Estimated value",UIS
2921,11.1428,"Normal value",UIS
2922,32.1132,"Normal value",UIS
2923,56.2547,"Estimated value",UIS
2924,45.796,"Normal value",UIS
2925,61.8791,"Normal value",UIS
2926,74.0848,"Estimated value",UIS
2927,99.4352,"Normal value",UIS
2928,98.8312,"Normal value",UIS
2929,98.7912,"Normal value",UIS
2930,99.2314,"Normal value",UIS
2931,99.33,"Estimated value",UIS
2932,99.3685,"Normal value",UIS
2933,98.5371,"Normal value",UIS
2934,98.7314,"Normal value",UIS
2935,99.376,"Normal value",UIS
2936,99.05,"Estimated value",UIS
2937,99.4981,"Normal value",UIS
2938,99.1213,"Normal value",UIS
2939,98.8562,"Normal value",UIS
2940,99.0202,"Normal value",UIS
2941,99.63,"Estimated value",UIS
2942,62.2115,"Normal value",UIS
2943,86.134,"Normal value",UIS
2944,89.1382,"Normal value",UIS
2945,91.7399,"Normal value",UIS
2946,97.2522,"Estimated value",UIS
2947,86.2301,"Normal value",UIS
2948,94.0575,"Normal value",UIS
2949,94.3815,"Normal value",UIS
2950,95.7471,"Normal value",UIS
2951,97.5941,"Estimated value",UIS
2952,74.3273,"Normal value",UIS
2953,90.1372,"Normal value",UIS
2954,91.7796,"Normal value",UIS
2955,93.7673,"Normal value",UIS
2956,97.4265,"Estimated value",UIS
2957,97.8886,"Normal value",UIS
2958,97.4436,"Normal value",UIS
2959,97.6542,"Normal value",UIS
2960,72.1945,"Normal value",UIS
2961,77.4311,"Normal value",UIS
2962,63.1821,"Normal value",UIS
2963,70.5851,"Normal value",UIS
2964,83.7769,"Normal value",UIS
2965,84.8624,"Normal value",UIS
2966,99.1137,"Normal value",UIS
2967,99.1137,"Estimated value",UIS
2968,99.1031,"Normal value",UIS
2969,99.1031,"Estimated value",UIS
2970,99.1241,"Normal value",UIS
2971,99.1241,"Estimated value",UIS
2972,96.4592,"Normal value",UIS
2973,98.0655,"Normal value",UIS
2974,98.7079,"Normal value",UIS
2975,99.3861,"Estimated value",UIS
2976,99.4749,"Estimated value",UIS
2977,99.0122,"Estimated value",UIS
2978,99.5452,"Estimated value",UIS
2979,99.1445,"Estimated value",UIS
2980,99.5103,"Estimated value",UIS
2981,99.1959,"Estimated value",UIS
2982,99.4834,"Estimated value",UIS
2983,99.3845,"Estimated value",UIS
2984,99.2418,"Normal value",UIS
2985,97.3025,"Normal value",UIS
2986,98.5402,"Normal value",UIS
2987,99.1277,"Normal value",UIS
2988,99.5036,"Estimated value",UIS
2989,99.6967,"Estimated value",UIS
2990,99.5887,"Estimated value",UIS
2991,99.7114,"Estimated value",UIS
2992,99.6143,"Estimated value",UIS
2993,99.5981,"Estimated value",UIS
2994,99.4024,"Estimated value",UIS
2995,99.6435,"Estimated value",UIS
2996,99.6289,"Estimated value",UIS
2997,99.7577,"Normal value",UIS
2998,96.8825,"Normal value",UIS
2999,98.3046,"Normal value",UIS
3000,98.9167,"Normal value",UIS
3001,99.4461,"Estimated value",UIS
3002,99.5843,"Estimated value",UIS
3003,99.2986,"Estimated value",UIS
3004,99.6282,"Estimated value",UIS
3005,99.3759,"Estimated value",UIS
3006,99.5513,"Estimated value",UIS
3007,99.2967,"Estimated value",UIS
3008,99.5597,"Estimated value",UIS
3009,99.5027,"Estimated value",UIS
3010,99.5055,"Normal value",UIS
3011,99.91,"Normal value",UIS
3012,99.8073,"Normal value",UIS
3013,99.8474,"Normal value",UIS
3014,99.847,"Normal value",UIS
3015,99.9094,"Normal value",UIS
3016,99.7523,"Normal value",UIS
3017,99.8184,"Normal value",UIS
3018,99.8213,"Normal value",UIS
3019,99.9106,"Normal value",UIS
3020,99.8617,"Normal value",UIS
3021,99.8762,"Normal value",UIS
3022,99.8742,"Normal value",UIS
3023,99.0264,"Normal value",UIS
3024,99.1384,"Normal value",UIS
3025,99.5,"Estimated value",UIS
3026,99.1664,"Normal value",UIS
3027,99.3231,"Normal value",UIS
3028,99.39,"Estimated value",UIS
3029,98.8818,"Normal value",UIS
3030,98.9657,"Normal value",UIS
3031,99.6,"Estimated value",UIS
3032,99.8861,"Normal value",UIS
3033,100,"Normal value",UIS
3034,99.9513,"Normal value",UIS
3035,99.9506,"Estimated value",UIS
3036,99.9441,"Estimated value",UIS
3037,99.9368,"Estimated value",UIS
3038,99.9525,"Estimated value",UIS
3039,99.957,"Estimated value",UIS
3040,99.9428,"Normal value",UIS
3041,99.9405,"Normal value",UIS
3042,99.938,"Normal value",UIS
3043,99.9015,"Normal value",UIS
3044,99.9458,"Normal value",UIS
3045,99.9333,"Estimated value",UIS
3046,99.9318,"Estimated value",UIS
3047,99.9177,"Estimated value",UIS
3048,99.9267,"Estimated value",UIS
3049,99.9364,"Estimated value",UIS
3050,99.9201,"Normal value",UIS
3051,99.9165,"Normal value",UIS
3052,99.9131,"Normal value",UIS
3053,99.8703,"Normal value",UIS
3054,99.9568,"Normal value",UIS
3055,99.9675,"Estimated value",UIS
3056,99.956,"Estimated value",UIS
3057,99.955,"Estimated value",UIS
3058,99.9769,"Estimated value",UIS
3059,99.9762,"Estimated value",UIS
3060,99.9637,"Normal value",UIS
3061,99.9624,"Normal value",UIS
3062,99.9606,"Normal value",UIS
3063,89.6904,"Normal value",UIS
3064,97.2587,"Normal value",UIS
3065,96.8271,"Normal value",UIS
3066,95.6843,"Estimated value",UIS
3067,99.9557,"Normal value",UIS
3068,99.9896,"Normal value",UIS
3069,99.9761,"Normal value",UIS
3070,82.0774,"Normal value",UIS
3071,96.5788,"Normal value",UIS
3072,97.2506,"Normal value",UIS
3073,95.1242,"Estimated value",UIS
3074,98.8503,"Normal value",UIS
3075,99.0839,"Normal value",UIS
3076,99.3013,"Normal value",UIS
3077,86.2931,"Normal value",UIS
3078,96.9381,"Normal value",UIS
3079,97.0247,"Normal value",UIS
3080,95.4545,"Estimated value",UIS
3081,99.4803,"Normal value",UIS
3082,99.5982,"Normal value",UIS
3083,99.6872,"Normal value",UIS
3084,35.6533,"Normal value",UIS
3085,44.6808,"Normal value",UIS
3086,63.6227,"Normal value",UIS
3087,61.8728,"Estimated value",UIS
3088,77.985,"Normal value",UIS
3089,77.8329,"Normal value",UIS
3090,85.5272,"Normal value",UIS
3091,85.5547,"Normal value",UIS
3092,87.8888,"Normal value",UIS
3093,92.2427,"Normal value",UIS
3094,92.9508,"Normal value",UIS
3095,93.2964,"Normal value",UIS
3096,44.3622,"Normal value",UIS
3097,51.7367,"Normal value",UIS
3098,67.1638,"Normal value",UIS
3099,54.2743,"Estimated value",UIS
3100,76.4034,"Normal value",UIS
3101,76.2763,"Normal value",UIS
3102,84.0945,"Normal value",UIS
3103,84.6287,"Normal value",UIS
3104,86.188,"Normal value",UIS
3105,90.9053,"Normal value",UIS
3106,91.5413,"Normal value",UIS
3107,91.8037,"Normal value",UIS
3108,27.151,"Normal value",UIS
3109,37.9897,"Normal value",UIS
3110,60.2562,"Normal value",UIS
3111,67.4886,"Estimated value",UIS
3112,79.5445,"Normal value",UIS
3113,79.3692,"Normal value",UIS
3114,86.9258,"Normal value",UIS
3115,86.4807,"Normal value",UIS
3116,89.5351,"Normal value",UIS
3117,93.5353,"Normal value",UIS
3118,94.3778,"Normal value",UIS
3119,94.9126,"Normal value",UIS
3120,99.7552,"Normal value",UIS
3121,99.9,"Estimated value",UIS
3122,99.7204,"Normal value",UIS
3123,99.92,"Estimated value",UIS
3124,99.8,"Normal value",UIS
3125,99.8005,"Normal value",UIS
3126,99.8282,"Normal value",UIS
3127,99.8474,"Normal value",UIS
3128,99.87,"Estimated value",UIS
3129,99.732,"Normal value",UIS
3130,99.7569,"Normal value",UIS
3131,99.8003,"Normal value",UIS
3132,99.83,"Estimated value",UIS
3133,99.7663,"Normal value",UIS
3134,99.7918,"Normal value",UIS
3135,99.8232,"Normal value",UIS
3136,99.85,"Estimated value",UIS
3137,78.0163,"Estimated value",UIS
3138,77.2617,"Estimated value",UIS
3139,77.6415,"Estimated value",UIS
3140,18.2552,"Normal value",UIS
3141,26.6903,"Normal value",UIS
3142,33.238,"Normal value",UIS
3143,30.7866,"Estimated value",UIS
3144,40.9384,"Estimated value",UIS
3145,51.9436,"Estimated value",UIS
3146,29.7867,"Normal value",UIS
3147,39.8766,"Normal value",UIS
3148,45.3096,"Normal value",UIS
3149,42.3627,"Estimated value",UIS
3150,52.4925,"Estimated value",UIS
3151,60.9481,"Estimated value",UIS
3152,45.7106,"Normal value",UIS
3153,55.1302,"Normal value",UIS
3154,59.2051,"Normal value",UIS
3155,54.8669,"Estimated value",UIS
3156,63.9409,"Estimated value",UIS
3157,69.7612,"Estimated value",UIS
3158,74.4052,"Normal value",UIS
3159,87.3184,"Normal value",UIS
3160,93.0906,"Normal value",UIS
3161,80.0419,"Normal value",UIS
3162,90.3958,"Normal value",UIS
3163,93.2702,"Normal value",UIS
3164,67.9643,"Normal value",UIS
3165,84.4877,"Normal value",UIS
3166,92.8911,"Normal value",UIS
3167,75.8401,"Normal value",UIS
3168,91.566,"Normal value",UIS
3169,96.1146,"Normal value",UIS
3170,99.1446,"Normal value",UIS
3171,98.8794,"Normal value",UIS
3172,99.0843,"Normal value",UIS
3173,98.772,"Normal value",UIS
3174,98.8286,"Normal value",UIS
3175,99.4042,"Normal value",UIS
3176,91.4681,"Normal value",UIS
3177,96.3184,"Normal value",UIS
3178,98.5493,"Normal value",UIS
3179,99.7536,"Normal value",UIS
3180,99.3902,"Normal value",UIS
3181,99.6936,"Normal value",UIS
3182,99.2466,"Normal value",UIS
3183,99.1625,"Normal value",UIS
3184,99.394,"Normal value",UIS
3185,83.552,"Normal value",UIS
3186,93.8961,"Normal value",UIS
3187,97.3238,"Normal value",UIS
3188,99.4414,"Normal value",UIS
3189,99.1225,"Normal value",UIS
3190,99.384,"Normal value",UIS
3191,99.0075,"Normal value",UIS
3192,98.9959,"Normal value",UIS
3193,99.3992,"Normal value",UIS
3194,99.2854,"Estimated value",UIS
3195,99.7482,"Normal value",UIS
3196,99.7513,"Estimated value",UIS
3197,99.6577,"Normal value",UIS
3198,98.7355,"Estimated value",UIS
3199,99.8436,"Normal value",UIS
3200,99.1504,"Estimated value",UIS
3201,99.6675,"Normal value",UIS
3202,99.02,"Estimated value",UIS
3203,99.7939,"Normal value",UIS
3204,99.4623,"Estimated value",UIS
3205,99.6624,"Normal value",UIS
3206,92.2519,"Normal value",UIS
3207,95.596,"Normal value",UIS
3208,99.1395,"Estimated value",UIS
3209,99.4,"Estimated value",UIS
3210,85.9001,"Normal value",UIS
3211,92.0833,"Normal value",UIS
3212,95.7548,"Estimated value",UIS
3213,95.94,"Estimated value",UIS
3214,89.2583,"Normal value",UIS
3215,93.9574,"Normal value",UIS
3216,97.4563,"Estimated value",UIS
3217,97.7,"Estimated value",UIS
3218,83.9143,"Normal value",UIS
3219,94.1841,"Normal value",UIS
3220,96.8439,"Normal value",UIS
3221,97.5823,"Normal value",UIS
3222,97.8006,"Normal value",UIS
3223,97.8436,"Normal value",UIS
3224,98.0655,"Normal value",UIS
3225,97.5141,"Normal value",UIS
3226,98.4869,"Normal value",UIS
3227,98.6197,"Normal value",UIS
3228,98.7367,"Normal value",UIS
3229,98.8457,"Normal value",UIS
3230,98.9638,"Normal value",UIS
3231,99.111,"Normal value",UIS
3232,99.1554,"Normal value",UIS
3233,99.2042,"Normal value",UIS
3234,85.2365,"Normal value",UIS
3235,95.719,"Normal value",UIS
3236,97.9039,"Normal value",UIS
3237,98.3617,"Normal value",UIS
3238,98.5594,"Normal value",UIS
3239,98.5311,"Normal value",UIS
3240,98.692,"Normal value",UIS
3241,98.3187,"Normal value",UIS
3242,99.0732,"Normal value",UIS
3243,99.0208,"Normal value",UIS
3244,99.2297,"Normal value",UIS
3245,99.2503,"Normal value",UIS
3246,99.3467,"Normal value",UIS
3247,99.4553,"Normal value",UIS
3248,99.4813,"Normal value",UIS
3249,99.4315,"Normal value",UIS
3250,82.5568,"Normal value",UIS
3251,92.654,"Normal value",UIS
3252,95.7839,"Normal value",UIS
3253,96.797,"Normal value",UIS
3254,97.0569,"Normal value",UIS
3255,97.1805,"Normal value",UIS
3256,97.4457,"Normal value",UIS
3257,96.7162,"Normal value",UIS
3258,97.91,"Normal value",UIS
3259,98.2274,"Normal value",UIS
3260,98.252,"Normal value",UIS
3261,98.447,"Normal value",UIS
3262,98.5959,"Normal value",UIS
3263,98.7794,"Normal value",UIS
3264,98.8413,"Normal value",UIS
3265,98.9836,"Normal value",UIS
3266,93.681,"Normal value",UIS
3267,98.0957,"Normal value",UIS
3268,98.8938,"Normal value",UIS
3269,99.3668,"Normal value",UIS
3270,99.7089,"Estimated value",UIS
3271,94.0643,"Normal value",UIS
3272,98.1069,"Normal value",UIS
3273,98.8743,"Normal value",UIS
3274,99.1999,"Normal value",UIS
3275,99.6352,"Estimated value",UIS
3276,93.2389,"Normal value",UIS
3277,98.0838,"Normal value",UIS
3278,98.9122,"Normal value",UIS
3279,99.5461,"Normal value",UIS
3280,99.7897,"Estimated value",UIS
3281,98.3097,"Normal value",UIS
3282,98.0669,"Normal value",UIS
3283,98.1098,"Normal value",UIS
3284,97.6511,"Normal value",UIS
3285,98.2125,"Normal value",UIS
3286,97.8651,"Normal value",UIS
3287,6.66406,"Normal value",UIS
3288,14.1737,"Normal value",UIS
3289,13.9853,"Normal value",UIS
3290,24.8114,"Normal value",UIS
3291,26.4829,"Normal value",UIS
3292,26.5341,"Normal value",UIS
3293,33.1253,"Normal value",UIS
3294,43.9858,"Normal value",UIS
3295,54.67,"Estimated value",UIS
3296,14.3775,"Normal value",UIS
3297,20.1803,"Normal value",UIS
3298,19.4142,"Normal value",UIS
3299,31.2293,"Normal value",UIS
3300,32.9666,"Normal value",UIS
3301,32.7306,"Normal value",UIS
3302,39.2578,"Normal value",UIS
3303,50.0963,"Normal value",UIS
3304,58.29,"Estimated value",UIS
3305,22.3771,"Normal value",UIS
3306,26.7888,"Normal value",UIS
3307,25.4783,"Normal value",UIS
3308,38.3811,"Normal value",UIS
3309,40.3798,"Normal value",UIS
3310,39.8219,"Normal value",UIS
3311,46.7337,"Normal value",UIS
3312,56.9949,"Normal value",UIS
3313,61.79,"Estimated value",UIS
3314,21.4869,"Normal value",UIS
3315,48.0113,"Normal value",UIS
3316,70.3653,"Normal value",UIS
3317,57.321,"Normal value",UIS
3318,74.9589,"Normal value",UIS
3319,85.6186,"Normal value",UIS
3320,30.9766,"Normal value",UIS
3321,53.5552,"Normal value",UIS
3322,73.3301,"Normal value",UIS
3323,61.7388,"Normal value",UIS
3324,79.5596,"Normal value",UIS
3325,88.2218,"Normal value",UIS
3326,40.932,"Normal value",UIS
3327,59.4978,"Normal value",UIS
3328,76.78,"Normal value",UIS
3329,66.6145,"Normal value",UIS
3330,85.2901,"Normal value",UIS
3331,91.0341,"Normal value",UIS
3332,89.949,"Normal value",UIS
3333,92.44,"Estimated value",UIS
3334,97.8719,"Normal value",UIS
3335,97.585,"Normal value",UIS
3336,86.4151,"Normal value",UIS
3337,95.88,"Estimated value",UIS
3338,98.3982,"Normal value",UIS
3339,98.7302,"Normal value",UIS
3340,88.1679,"Normal value",UIS
3341,94.15,"Estimated value",UIS
3342,98.129,"Normal value",UIS
3343,98.1113,"Normal value",UIS
3344,81.8463,"Normal value",UIS
3345,87.9201,"Normal value",UIS
3346,89.3837,"Normal value",UIS
3347,88.3561,"Normal value",UIS
3348,89.9246,"Normal value",UIS
3349,91.8641,"Normal value",UIS
3350,76.3182,"Normal value",UIS
3351,83.3829,"Normal value",UIS
3352,87.4714,"Normal value",UIS
3353,87.1325,"Normal value",UIS
3354,90.1419,"Normal value",UIS
3355,92.2124,"Normal value",UIS
3356,71.0716,"Normal value",UIS
3357,78.896,"Normal value",UIS
3358,85.5346,"Normal value",UIS
3359,85.8687,"Normal value",UIS
3360,90.3723,"Normal value",UIS
3361,92.5733,"Normal value",UIS
3362,79.5917,"Normal value",UIS
3363,88.4224,"Normal value",UIS
